高等学校（全日制の生徒数、学級数、教員数、職員数）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,高等学校（定時制の生徒数、学級数、教員数、職員数、住所等）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
学校 番号,所在地 区市町村,学校名,全日制,,,,,,,,,,,,定時制等,,,,,,,,,,,,,,郵便番号,住所,電話番号,学校名(フリガナ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,学科,,生徒数,,,,学級数,,,,教員数,職員数,学科,,生徒数,,,,,学級数,,,,,教員数,職員数,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,大,小学科名,計,１学年,２学年,３学年,計,１学年,２学年,３学年,,,大,小学科名,計,１学年,２学年,３学年,４学年,計,１学年,２学年,３学年,４学年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404510,北区,飛鳥,普,普通科（単位制）,690,233,230,227,18,6,6,6,46,5,普,普通科（単位制）,87,16,39,29,3,7,2,2,2,1,18,2,114-8561,王子6-8-8,03-3913-5071,アスカ,,
404520,板橋区,板橋有徳,普,普通科（単位制）,557,194,188,175,15,5,5,5,42,4,普,普通科（単位制）,46,6,17,15,8,4,1,1,1,1,13,0,175-0083,徳丸2-17-1,03-3937-6911,イタバシユウトク,,
404640,豊島区,千早,商,ビジネスコミュニケーション科,607,213,200,194,18,6,6,6,53,4,-,-,0,0,0,0,0,0,0,0,0,0,0,0,171-0044,千早3-46-21,03-5964-1721,チハヤ,,
404710,文京区,工芸,工,マシンクラフト科,106,36,35,35,3,1,1,1,53,8,工,マシンクラフト科,56,11,18,12,15,4,1,1,1,1,42,0,113-0033,本郷1-3-9,03-3814-8755,コウゲイ,,
,,,工,インテリア科,105,35,34,36,3,1,1,1,0,0,工,インテリア科,59,16,25,9,9,4,1,1,1,1,0,0,,,,,,
,,,工,デザイン科,107,36,36,35,3,1,1,1,0,0,工,グラフィックアーツ科,101,31,27,22,21,4,1,1,1,1,0,0,,,,,,
,,,工,グラフィックアーツ科,106,36,35,35,3,1,1,1,0,0,工,アートクラフト科,75,29,22,10,14,4,1,1,1,1,0,0,,,,,,
,,,工,アートクラフト科,104,36,34,34,3,1,1,1,0,0,-,-,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
404730,板橋区,北豊島工科,工,総合技術科,86,0,0,86,4,0,0,4,42,4,工,機械科,19,5,2,9,3,4,1,1,1,1,14,0,174-0062,富士見町28-1,03-3963-4331,キタトシマコウカ,,
,,,工,都市防災技術科,171,94,77,0,8,4,4,0,0,0,-,-,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
404910,北区,赤羽北桜,家,調理科,103,36,34,33,3,1,1,1,51,5,-,-,0,0,0,0,0,0,0,0,0,0,0,0,115-0056,西が丘3-14-20,03-5948-4390,アカバネホクオウ,,
,,,家,保育・栄養科,325,108,106,111,12,4,4,4,0,0,-,-,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
,,,福,介護福祉科,79,34,18,27,3,1,1,1,0,0,-,-,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
405040,台東区,白鷗,普,普通科,432,154,146,132,12,4,4,4,37,5,-,-,0,0,0,0,0,0,0,0,0,0,0,0,111-0041,元浅草1-6-22,03-3843-5678,ハクオウ,,
405050,台東区,忍岡,普,普通科（単位制）,453,156,151,146,12,4,4,4,48,4,-,-,0,0,0,0,0,0,0,0,0,0,0,0,111-0053,浅草橋5-1-24,03-3863-3131,シノブガオカ,,
,,,家,生活科学科（単位制）,198,66,68,64,6,2,2,2,0,0,-,-,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
405060,台東区,上野,普,普通科,936,321,311,304,24,8,8,8,52,4,-,-,0,0,0,0,0,0,0,0,0,0,0,0,110-8717,上野公園10-14,03-3821-3706,ウエノ,,
405070,荒川区,竹台,普,普通科,754,235,268,251,20,6,7,7,47,5,-,-,0,0,0,0,0,0,0,0,0,0,0,0,116-0014,東日暮里5-14-1,03-3891-1515,タケノダイ,,
405210,足立区,足立,普,普通科,842,275,305,262,22,7,8,7,48,7,普,普通科,65,15,24,18,8,4,1,1,1,1,16,1,120-0011,中央本町1-3-9,03-3889-2204,アダチ,,
,,,-,-,0,0,0,0,0,0,0,0,0,0,商,商業科,39,9,14,10,6,4,1,1,1,1,0,0,,,,,,
405220,足立区,江北,普,普通科,933,316,311,306,24,8,8,8,56,4,-,-,0,0,0,0,0,0,0,0,0,0,0,0,120-0014,西綾瀬4-14-30,03-3880-3411,コウホク,,
405230,足立区,淵江,普,普通科,676,214,223,239,19,6,6,7,42,5,-,-,0,0,0,0,0,0,0,0,0,0,0,0,121-0063,東保木間2-10-1,03-3885-6971,フチエ,,
405240,足立区,足立西,普,普通科,570,196,192,182,15,5,5,5,38,4,-,-,0,0,0,0,0,0,0,0,0,0,0,0,123-0872,江北5-7-1,03-3898-7020,アダチニシ,,
405250,足立区,足立東,普,普通科,527,188,183,156,15,5,5,5,48,4,-,-,0,0,0,0,0,0,0,0,0,0,0,0,120-0001,大谷田2-3-5,03-3620-5991,アダチヒガシ,,
405260,足立区,青井,普,普通科,388,125,150,113,16,6,5,5,40,4,-,-,0,0,0,0,0,0,0,0,0,0,0,0,120-0012,青井1-7-35,03-3848-2781,アオイ,,
405270,足立区,足立新田,普,普通科,787,274,263,250,21,7,7,7,49,4,-,-,0,0,0,0,0,0,0,0,0,0,0,0,123-0865,新田2-10-16,03-3914-4211,アダチシンデン,,
405410,中央区,晴海総合,総,総合学科,819,277,277,265,21,7,7,7,57,4,-,-,0,0,0,0,0,0,0,0,0,0,0,0,104-0053,晴海1-2-1,03-3531-5021,ハルミソウゴウ,,
405420,足立区,小台橋,-,-,0,0,0,0,0,0,0,0,0,0,総,総合学科１部,375,115,113,106,41,16,4,4,4,4,72,5,120-8528,小台2-1-31,03-3913-1111,オダイバシ,,
,,,-,-,0,0,0,0,0,0,0,0,0,0,総,総合学科２部,344,116,120,66,42,14,4,4,3,3,0,0,,,,,,
,,,-,-,0,0,0,0,0,0,0,0,0,0,総,総合学科３部,93,30,29,23,11,4,1,1,1,1,0,0,,,,,,
405520,台東区,浅草,-,-,0,0,0,0,0,0,0,0,0,0,普,普通科１部（単位制）,256,80,88,82,6,12,3,3,3,3,67,6,111-0024,今戸1-8-13,03-3874-3182,アサクサ,,
,,,-,-,0,0,0,0,0,0,0,0,0,0,普,普通科２部（単位制）,263,86,87,73,17,12,3,3,3,3,0,0,,,,,,
,,,-,-,0,0,0,0,0,0,0,0,0,0,普,普通科３部（単位制）,106,45,35,24,2,8,2,2,2,2,0,0,,,,,,
