school_code,school_name,municipality,lat,lon,primary_station,primary_distance_m,primary_lines,source,access_stations,access_lines
406630,江東商業,江東区,35.702232,139.830826,亀戸水神,344,東武鉄道 亀戸線,算出,亀戸水神(344m);東あずま(576m);亀戸(638m);小村井(945m);平井(1166m);大島(1423m);西大島(1490m);錦糸町(1552m);押上(1795m),東武鉄道 亀戸線;東日本旅客鉄道 総武線;東京都 10号線新宿線;東京地下鉄 11号線半蔵門線;京成電鉄 押上線;東京都 1号線浅草線;東武鉄道 伊勢崎線
406640,第三商業,江東区,35.664413,139.796646,越中島,547,東日本旅客鉄道 京葉線,算出,越中島(547m);門前仲町(880m);木場(1094m);豊洲(1115m);月島(1118m);新豊洲(1843m);勝どき(1865m);潮見(1954m);東陽町(1985m),東日本旅客鉄道 京葉線;東京地下鉄 5号線東西線;東京都 12号線大江戸線;ゆりかもめ 東京臨海新交通臨海線;東京地下鉄 8号線有楽町線
406720,本所工科,葛飾区,35.777786,139.864914,金町,1096,京成電鉄 金町線;東日本旅客鉄道 常磐線,算出,金町(1096m),京成電鉄 金町線;東日本旅客鉄道 常磐線
406730,墨田工科,江東区,35.685307,139.806396,菊川,346,東京都 10号線新宿線,算出,菊川(346m);清澄白河(718m);森下(809m);住吉(931m);錦糸町(1526m);両国(1574m);浜町(1690m);門前仲町(1741m);木場(1775m);西大島(1853m);水天宮前(1937m),東京都 10号線新宿線;東京地下鉄 11号線半蔵門線;東京都 12号線大江戸線;東日本旅客鉄道 総武線;東京地下鉄 5号線東西線
406760,葛西工科,江戸川区,35.683552,139.87973,一之江,390,東京都 10号線新宿線,算出,一之江(390m);船堀(1434m);瑞江(1965m),東京都 10号線新宿線
406780,科学技術,江東区,35.687126,139.820709,住吉,482,東京地下鉄 11号線半蔵門線;東京都 10号線新宿線,算出,住吉(482m);西大島(562m);錦糸町(1243m);大島(1269m);亀戸(1280m);菊川(1327m);亀戸水神(1828m);東陽町(1969m),東京地下鉄 11号線半蔵門線;東京都 10号線新宿線;東日本旅客鉄道 総武線;東武鉄道 亀戸線;東京地下鉄 5号線東西線
406810,農産,葛飾区,35.7589,139.841629,亀有,1004,東日本旅客鉄道 常磐線,算出,亀有(1004m);お花茶屋(1265m);綾瀬(1553m);堀切菖蒲園(1784m);青砥(1961m),東日本旅客鉄道 常磐線;京成電鉄 本線;東京地下鉄 9号線千代田線;京成電鉄 押上線
406910,橘,墨田区,35.709663,139.833069,東あずま,287,東武鉄道 亀戸線,算出,東あずま(287m);小村井(498m);平井(925m);亀戸水神(1081m);亀戸(1464m);曳舟(1649m);押上(1808m);八広(1996m),東武鉄道 亀戸線;東日本旅客鉄道 総武線;京成電鉄 押上線;東武鉄道 伊勢崎線;東京地下鉄 11号線半蔵門線;東京都 1号線浅草線
407020,富士森,八王子市,35.6563,139.301529,西八王子,947,東日本旅客鉄道 中央線,算出,西八王子(947m);めじろ台(1542m);狭間(1887m),東日本旅客鉄道 中央線;京王電鉄 高尾線
407030,片倉,八王子市,35.626556,139.341415,八王子みなみ野,1080,東日本旅客鉄道 横浜線,算出,八王子みなみ野(1080m);片倉(1459m),東日本旅客鉄道 横浜線
407040,八王子東,八王子市,35.662373,139.364151,北八王子,770,東日本旅客鉄道 八高線,算出,北八王子(770m);豊田(1599m),東日本旅客鉄道 八高線;東日本旅客鉄道 中央線
407050,八王子北,八王子市,35.684837,139.302094,西八王子,3300,東日本旅客鉄道 中央線,算出,西八王子(3300m),東日本旅客鉄道 中央線
407070,松が谷,八王子市,35.628689,139.409882,京王堀之内,983,京王電鉄 相模原線,算出,京王堀之内(983m);大塚・帝京大学(1085m);松が谷(1151m);多摩センター(1333m);唐木田(1358m);中央大学・明星大学(1471m),京王電鉄 相模原線;多摩都市モノレール 多摩都市モノレール線;小田急電鉄 多摩線
407080,日野,日野市,35.666546,139.427734,万願寺,887,多摩都市モノレール 多摩都市モノレール線,算出,万願寺(887m);百草園(1072m);高幡不動(1358m);程久保(1984m),多摩都市モノレール 多摩都市モノレール線;京王電鉄 京王線;京王電鉄 動物園線
407090,日野台,日野市,35.6726,139.386902,日野,901,東日本旅客鉄道 中央線,算出,日野(901m);豊田(1540m),東日本旅客鉄道 中央線
407100,南平,日野市,35.651508,139.396896,南平,562,京王電鉄 京王線,算出,南平(562m);多摩動物公園(760m);程久保(1319m);中央大学・明星大学(1512m);平山城址公園(1606m);豊田(1650m);高幡不動(1919m),京王電鉄 京王線;京王電鉄 動物園線;多摩都市モノレール 多摩都市モノレール線;東日本旅客鉄道 中央線
407210,町田,町田市,35.553226,139.448441,町田,1195,小田急電鉄 小田原線;東日本旅客鉄道 横浜線,算出,町田(1195m);玉川学園前(1774m),小田急電鉄 小田原線;東日本旅客鉄道 横浜線
407230,野津田,町田市,35.590286,139.437607,町田,5343,小田急電鉄 小田原線;東日本旅客鉄道 横浜線,手動,町田(5343m);鶴川(4077m);淵野辺(4526m);多摩センター(4023m),小田急電鉄 小田原線;東日本旅客鉄道 横浜線;京王電鉄 相模原線;小田急電鉄 多摩線;多摩都市モノレール 多摩都市モノレール線
407240,成瀬,町田市,35.54208,139.475357,成瀬,776,東日本旅客鉄道 横浜線,算出,成瀬(776m);恩田(1571m);つくし野(1881m),東日本旅客鉄道 横浜線;東急電鉄 こどもの国線;東急電鉄 田園都市線
407250,小川,町田市,35.532124,139.46933,成瀬,489,東日本旅客鉄道 横浜線,算出,成瀬(489m);つくし野(1520m),東日本旅客鉄道 横浜線;東急電鉄 田園都市線
407260,山崎,町田市,35.577293,139.434006,町田,3992,小田急電鉄 小田原線;東日本旅客鉄道 横浜線,手動,町田(3992m);古淵(2720m),小田急電鉄 小田原線;東日本旅客鉄道 横浜線
407420,町田総合,町田市,35.57093,139.416885,町田,4086,小田急電鉄 小田原線;東日本旅客鉄道 横浜線,手動,町田(4086m);淵野辺(1968m);古淵(1676m),小田急電鉄 小田原線;東日本旅客鉄道 横浜線
407510,翔陽,八王子市,35.629959,139.284119,高尾,1352,京王電鉄 高尾線;東日本旅客鉄道 中央線,手動,高尾(1352m),京王電鉄 高尾線;東日本旅客鉄道 中央線
407520,八王子拓真,八王子市,35.654625,139.317535,西八王子,532,東日本旅客鉄道 中央線,算出,西八王子(532m);山田(1178m);めじろ台(1468m),東日本旅客鉄道 中央線;京王電鉄 高尾線
407720,町田工科,町田市,35.575607,139.422287,淵野辺,2563,東日本旅客鉄道 横浜線,手動,淵野辺(2563m);町田(4233m);橋本(7355m),東日本旅客鉄道 横浜線;小田急電鉄 小田原線;京王電鉄 相模原線;東日本旅客鉄道 相模線
407910,八王子桑志,八王子市,35.657742,139.305069,西八王子,648,東日本旅客鉄道 中央線,算出,西八王子(648m);めじろ台(1598m),東日本旅客鉄道 中央線;京王電鉄 高尾線
408010,立川,立川市,35.693211,139.413086,立川南,332,多摩都市モノレール 多摩都市モノレール線,算出,立川南(332m);柴崎体育館(512m);立川(530m);立川北(703m);西国立(979m);甲州街道(1701m);高松(1872m);矢川(1900m),多摩都市モノレール 多摩都市モノレール線;東日本旅客鉄道 青梅線;東日本旅客鉄道 中央線;東日本旅客鉄道 南武線
408030,砂川,立川市,35.714058,139.411499,高松,474,多摩都市モノレール 多摩都市モノレール線,算出,高松(474m);立飛(504m);泉体育館(902m);砂川七番(1196m);立川北(1619m);立川(1808m);立川南(1991m),多摩都市モノレール 多摩都市モノレール線;東日本旅客鉄道 青梅線;東日本旅客鉄道 中央線;東日本旅客鉄道 南武線
408040,昭和,昭島市,35.703621,139.386948,東中神,364,東日本旅客鉄道 青梅線,算出,東中神(364m);西立川(582m);中神(1178m),東日本旅客鉄道 青梅線
408050,拝島,昭島市,35.703461,139.345444,拝島,1984,西武鉄道 拝島線;東日本旅客鉄道 五日市線;東日本旅客鉄道 青梅線;東日本旅客鉄道 八高線,手動,拝島(1984m);昭島(1821m);立川(6218m),西武鉄道 拝島線;東日本旅客鉄道 五日市線;東日本旅客鉄道 青梅線;東日本旅客鉄道 八高線;東日本旅客鉄道 中央線;東日本旅客鉄道 南武線
408060,東大和,東大和市,35.744926,139.424866,上北台,818,多摩都市モノレール 多摩都市モノレール線,算出,上北台(818m);桜街道(996m);玉川上水(1565m);東大和市(1585m),多摩都市モノレール 多摩都市モノレール線;西武鉄道 拝島線
408070,武蔵村山,武蔵村山市,35.757229,139.365341,昭島,4905,東日本旅客鉄道 青梅線,手動,昭島(4905m);西武立川(3474m);箱根ヶ崎(2325m);東大和市(6785m);青梅(10358m),東日本旅客鉄道 青梅線;西武鉄道 拝島線;東日本旅客鉄道 八高線
408090,東大和南,東大和市,35.734173,139.418442,玉川上水,252,西武鉄道 拝島線;多摩都市モノレール 多摩都市モノレール線,算出,玉川上水(252m);桜街道(567m);砂川七番(1200m);上北台(1309m);東大和市(1438m);泉体育館(1707m),西武鉄道 拝島線;多摩都市モノレール 多摩都市モノレール線
408210,多摩,青梅市,35.789478,139.245956,宮ノ平,807,東日本旅客鉄道 青梅線,算出,宮ノ平(807m);青梅(1104m);日向和田(1484m),東日本旅客鉄道 青梅線
408230,福生,福生市,35.736156,139.322556,福生,845,東日本旅客鉄道 青梅線,算出,福生(845m);牛浜(1034m);熊川(1476m);東秋留(1502m);東福生(1608m),東日本旅客鉄道 青梅線;東日本旅客鉄道 五日市線;東日本旅客鉄道 八高線
408240,秋留台,あきる野市,35.732365,139.300125,東秋留,1264,東日本旅客鉄道 五日市線,算出,東秋留(1264m);秋川(1299m),東日本旅客鉄道 五日市線
408250,羽村,羽村市,35.766273,139.332108,羽村,1701,東日本旅客鉄道 青梅線,手動,羽村(1701m);箱根ヶ崎(1451m),東日本旅客鉄道 青梅線;東日本旅客鉄道 八高線
408260,五日市,あきる野市,35.728943,139.217773,武蔵五日市,1000,東日本旅客鉄道 五日市線,算出,武蔵五日市(1000m),東日本旅客鉄道 五日市線
408420,青梅総合,青梅市,35.789185,139.269424,東青梅,313,東日本旅客鉄道 青梅線,算出,東青梅(313m);青梅(1030m);河辺(1408m),東日本旅客鉄道 青梅線
408430,立川緑,立川市,35.689713,139.41893,西国立,638,東日本旅客鉄道 南武線,算出,西国立(638m);柴崎体育館(872m);立川南(919m);立川(1018m);立川北(1229m);矢川(1254m);甲州街道(1551m),東日本旅客鉄道 南武線;多摩都市モノレール 多摩都市モノレール線;東日本旅客鉄道 青梅線;東日本旅客鉄道 中央線
408510,上水,武蔵村山市,35.734982,139.412109,桜街道,603,多摩都市モノレール 多摩都市モノレール線,算出,桜街道(603m);玉川上水(652m);上北台(1245m);砂川七番(1399m);武蔵砂川(1911m);泉体育館(1916m),多摩都市モノレール 多摩都市モノレール線;西武鉄道 拝島線
408710,多摩工科,福生市,35.716431,139.337982,拝島,743,西武鉄道 拝島線;東日本旅客鉄道 五日市線;東日本旅客鉄道 青梅線;東日本旅客鉄道 八高線,算出,拝島(743m);熊川(1334m),西武鉄道 拝島線;東日本旅客鉄道 五日市線;東日本旅客鉄道 青梅線;東日本旅客鉄道 八高線
408820,瑞穂農芸,瑞穂町,35.776951,139.359375,箱根ヶ崎,1281,東日本旅客鉄道 八高線,算出,箱根ヶ崎(1281m),東日本旅客鉄道 八高線
409010,武蔵,武蔵野市,35.708813,139.538971,武蔵境,879,西武鉄道 多摩川線;東日本旅客鉄道 中央線,算出,武蔵境(879m);東小金井(1593m);新小金井(1809m),西武鉄道 多摩川線;東日本旅客鉄道 中央線
409020,武蔵野北,武蔵野市,35.720055,139.556885,西武柳沢,1031,西武鉄道 新宿線,算出,西武柳沢(1031m);東伏見(1140m);田無(1800m);武蔵関(1949m);三鷹(1961m),西武鉄道 新宿線;東日本旅客鉄道 中央線
409030,小金井北,小金井市,35.705711,139.516815,東小金井,779,東日本旅客鉄道 中央線,算出,東小金井(779m);武蔵小金井(1112m);新小金井(1410m),東日本旅客鉄道 中央線;西武鉄道 多摩川線
409040,保谷,西東京市,35.745476,139.555099,ひばりヶ丘,1072,西武鉄道 池袋線,算出,ひばりヶ丘(1072m);保谷(1225m);西武柳沢(1894m),西武鉄道 池袋線;西武鉄道 新宿線
409060,久留米西,東久留米市,35.760448,139.510483,清瀬,1537,西武鉄道 池袋線,算出,清瀬(1537m),西武鉄道 池袋線
409070,田無,西東京市,35.72002,139.528198,田無,1259,西武鉄道 新宿線,算出,田無(1259m);花小金井(1506m),西武鉄道 新宿線
409210,小平,小平市,35.731598,139.483566,青梅街道,635,西武鉄道 多摩湖線,算出,青梅街道(635m);小平(737m);一橋学園(1102m);新小平(1181m);萩山(1185m);小川(1929m),西武鉄道 多摩湖線;西武鉄道 新宿線;西武鉄道 拝島線;東日本旅客鉄道 武蔵野線;西武鉄道 国分寺線
409220,小平西,小平市,35.726398,139.440826,東大和市,933,西武鉄道 拝島線,算出,東大和市(933m);鷹の台(1865m),西武鉄道 拝島線;西武鉄道 国分寺線
409230,東村山,東村山市,35.75956,139.477127,東村山,1018,西武鉄道 国分寺線;西武鉄道 新宿線;西武鉄道 西武園線,算出,東村山(1018m);久米川(1185m);八坂(1838m),西武鉄道 国分寺線;西武鉄道 新宿線;西武鉄道 西武園線;西武鉄道 多摩湖線
409240,国分寺,国分寺市,35.711922,139.448105,国立,1423,東日本旅客鉄道 中央線,算出,国立(1423m);恋ヶ窪(1427m);鷹の台(1699m),東日本旅客鉄道 中央線;西武鉄道 国分寺線
409250,清瀬,清瀬市,35.769852,139.515808,清瀬,439,西武鉄道 池袋線,算出,清瀬(439m);東久留米(1927m);秋津(1962m),西武鉄道 池袋線
409270,小平南,小平市,35.711796,139.474762,恋ヶ窪,983,西武鉄道 国分寺線,算出,恋ヶ窪(983m);一橋学園(1242m);国分寺(1352m);西国分寺(1555m);鷹の台(1756m),西武鉄道 国分寺線;西武鉄道 多摩湖線;東日本旅客鉄道 中央線;東日本旅客鉄道 武蔵野線
409280,東村山西,東村山市,35.748219,139.456573,八坂,1074,西武鉄道 多摩湖線,算出,八坂(1074m);小川(1339m);武蔵大和(1454m);久米川(1462m);東村山(1552m),西武鉄道 多摩湖線;西武鉄道 国分寺線;西武鉄道 拝島線;西武鉄道 新宿線;西武鉄道 西武園線
409410,東久留米総合,東久留米市,35.762337,139.520157,清瀬,1070,西武鉄道 池袋線,算出,清瀬(1070m);東久留米(1244m),西武鉄道 池袋線
409710,小金井工科,小金井市,35.69931,139.500031,武蔵小金井,566,東日本旅客鉄道 中央線,算出,武蔵小金井(566m);国分寺(1801m),東日本旅客鉄道 中央線;西武鉄道 国分寺線;西武鉄道 多摩湖線
409720,田無工科,西東京市,35.721031,139.549316,西武柳沢,884,西武鉄道 新宿線,算出,西武柳沢(884m);田無(1157m);東伏見(1547m),西武鉄道 新宿線
409730,多摩科学技術,小金井市,35.69931,139.500031,武蔵小金井,566,東日本旅客鉄道 中央線,算出,武蔵小金井(566m);国分寺(1801m),東日本旅客鉄道 中央線;西武鉄道 国分寺線;西武鉄道 多摩湖線
410020,神代,調布市,35.656952,139.585693,仙川,604,京王電鉄 京王線,算出,仙川(604m);つつじヶ丘(956m);柴崎(1754m);千歳烏山(1795m),京王電鉄 京王線
410030,調布北,調布市,35.680595,139.548645,調布,3225,京王電鉄 京王線;京王電鉄 相模原線,手動,調布(3225m);吉祥寺(3761m);三鷹(2688m);武蔵境(2418m),京王電鉄 京王線;京王電鉄 相模原線;京王電鉄 井の頭線;東日本旅客鉄道 中央線;西武鉄道 多摩川線
410040,調布南,調布市,35.643959,139.539673,京王多摩川,317,京王電鉄 相模原線,算出,京王多摩川(317m);調布(982m);稲田堤(1244m);布田(1271m);西調布(1747m);矢野口(1756m);国領(1831m);中野島(1861m),京王電鉄 相模原線;京王電鉄 京王線;東日本旅客鉄道 南武線
410050,狛江,狛江市,35.627571,139.570496,和泉多摩川,292,小田急電鉄 小田原線,算出,和泉多摩川(292m);登戸(756m);狛江(811m);向ヶ丘遊園(1262m);宿河原(1579m);喜多見(1772m);中野島(1776m),小田急電鉄 小田原線;東日本旅客鉄道 南武線
410210,府中,府中市,35.686993,139.474579,北府中,727,東日本旅客鉄道 武蔵野線,算出,北府中(727m);国分寺(1578m);西国分寺(1628m);府中(1720m),東日本旅客鉄道 武蔵野線;西武鉄道 国分寺線;西武鉄道 多摩湖線;東日本旅客鉄道 中央線;京王電鉄 京王線
410220,府中東,府中市,35.656624,139.514389,武蔵野台,880,京王電鉄 京王線,算出,武蔵野台(880m);飛田給(917m);白糸台(1163m);競艇場前(1332m);西調布(1368m);多磨霊園(1549m);稲城長沼(1737m);矢野口(1743m),京王電鉄 京王線;西武鉄道 多摩川線;東日本旅客鉄道 南武線
410230,府中西,府中市,35.671597,139.44635,西府,1000,東日本旅客鉄道 南武線,算出,西府(1000m);谷保(1089m);中河原(1680m),東日本旅客鉄道 南武線;京王電鉄 京王線
410240,国立,国立市,35.687832,139.448761,谷保,739,東日本旅客鉄道 南武線,算出,谷保(739m);国立(1281m);矢川(1581m),東日本旅客鉄道 南武線;東日本旅客鉄道 中央線
410250,永山,多摩市,35.614353,139.448563,永山,1749,京王電鉄 相模原線;小田急電鉄 多摩線,手動,永山(1749m),京王電鉄 相模原線;小田急電鉄 多摩線
410410,若葉総合,稲城市,35.617413,139.477631,若葉台,525,京王電鉄 相模原線,算出,若葉台(525m);黒川(783m);はるひ野(1149m);栗平(1338m),京王電鉄 相模原線;小田急電鉄 多摩線
410610,第五商業,国立市,35.688984,139.44017,矢川,888,東日本旅客鉄道 南武線,算出,矢川(888m);谷保(1035m);国立(1268m);西国立(1563m),東日本旅客鉄道 南武線;東日本旅客鉄道 中央線
410710,府中工科,府中市,35.672321,139.499985,東府中,572,京王電鉄 京王線;京王電鉄 競馬場線,算出,東府中(572m);多磨霊園(690m);白糸台(1091m);武蔵野台(1369m);府中競馬正門前(1410m);多磨(1629m);競艇場前(1792m);府中(1796m),京王電鉄 京王線;京王電鉄 競馬場線;西武鉄道 多摩川線
410810,農業,府中市,35.676914,139.478683,府中,541,京王電鉄 京王線,算出,府中(541m);北府中(761m);府中競馬正門前(1117m);府中本町(1240m);分倍河原(1324m);東府中(1761m),京王電鉄 京王線;東日本旅客鉄道 武蔵野線;京王電鉄 競馬場線;東日本旅客鉄道 南武線
411010,大島,大島町,34.767002,139.357895,,,,鉄道なし,,
411030,新島,新島村,34.371029,139.25679,,,,鉄道なし,,
411040,神津,神津島村,34.206505,139.135452,,,,鉄道なし,,
411910,大島海洋国際,大島町,34.68103,139.433304,,,,鉄道なし,,
412010,三宅,三宅村,,,,,,座標なし,,
413010,八丈,八丈町,,,,,,座標なし,,
414010,小笠原,小笠原村,27.071243,142.20961,,,,鉄道なし,,
